-10000	-10000	0	0.581341
-10000	-9797.98	0	0.584603
-10000	-9595.96	0	0.587872
-10000	-9393.94	0	0.591143
-10000	-9191.92	0	0.594414
-10000	-8989.9	0	0.597678
-10000	-8787.88	0	0.600932
-10000	-8585.86	0	0.604169
-10000	-8383.84	0	0.607383
-10000	-8181.82	0	0.610569
-10000	-7979.8	0	0.61372
-10000	-7777.78	0	0.616827
-10000	-7575.76	0	0.619884
-10000	-7373.74	0	0.622883
-10000	-7171.72	0	0.625815
-10000	-6969.7	0	0.628669
-10000	-6767.68	0	0.631438
-10000	-6565.66	0	0.634111
-10000	-6363.64	0	0.636677
-10000	-6161.62	0	0.639125
-10000	-5959.6	0	0.641443
-10000	-5757.58	0	0.643621
-10000	-5555.56	0	0.645645
-10000	-5353.54	0	0.647503
-10000	-5151.52	0	0.649183
-10000	-4949.49	0	0.650672
-10000	-4747.47	0	0.651957
-10000	-4545.45	0	0.653024
-10000	-4343.43	0	0.653861
-10000	-4141.41	0	0.654456
-10000	-3939.39	0	0.654796
-10000	-3737.37	0	0.654869
-10000	-3535.35	0	0.654664
-10000	-3333.33	0	0.654169
-10000	-3131.31	0	0.653376
-10000	-2929.29	0	0.652276
-10000	-2727.27	0	0.650859
-10000	-2525.25	0	0.649121
-10000	-2323.23	0	0.647054
-10000	-2121.21	0	0.644657
-10000	-1919.19	0	0.641925
-10000	-1717.17	0	0.638859
-10000	-1515.15	0	0.635459
-10000	-1313.13	0	0.631729
-10000	-1111.11	0	0.627672
-10000	-909.091	0	0.623296
-10000	-707.071	0	0.618608
-10000	-505.051	0	0.613619
-10000	-303.03	0	0.60834
-10000	-101.01	0	0.602786
-10000	101.01	0	0.59697
-10000	303.03	0	0.59091
-10000	505.051	0	0.584623
-10000	707.071	0	0.578128
-10000	909.091	0	0.571445
-10000	1111.11	0	0.564596
-10000	1313.13	0	0.557601
-10000	1515.15	0	0.550482
-10000	1717.17	0	0.543261
-10000	1919.19	0	0.53596
-10000	2121.21	0	0.528601
-10000	2323.23	0	0.521206
-10000	2525.25	0	0.515648
-10000	2727.27	0	0.523057
-10000	2929.29	0	0.530445
-10000	3131.31	0	0.537791
-10000	3333.33	0	0.545074
-10000	3535.35	0	0.552272
-10000	3737.37	0	0.559362
-10000	3939.39	0	0.566323
-10000	4141.41	0	0.573133
-10000	4343.43	0	0.57977
-10000	4545.45	0	0.586215
-10000	4747.47	0	0.592447
-10000	4949.49	0	0.598447
-10000	5151.52	0	0.604199
-10000	5353.54	0	0.609686
-10000	5555.56	0	0.614894
-10000	5757.58	0	0.619809
-10000	5959.6	0	0.624419
-10000	6161.62	0	0.628716
-10000	6363.64	0	0.632692
-10000	6565.66	0	0.63634
-10000	6767.68	0	0.639657
-10000	6969.7	0	0.642639
-10000	7171.72	0	0.645287
-10000	7373.74	0	0.647602
-10000	7575.76	0	0.649586
-10000	7777.78	0	0.651243
-10000	7979.8	0	0.65258
-10000	8181.82	0	0.653603
-10000	8383.84	0	0.654321
-10000	8585.86	0	0.654742
-10000	8787.88	0	0.654876
-10000	8989.9	0	0.654736
-10000	9191.92	0	0.654331
-10000	9393.94	0	0.653674
-10000	9595.96	0	0.652778
-10000	9797.98	0	0.651655
-10000	10000	0	0.650318
-9797.98	-10000	0	0.584603
-9797.98	-9797.98	0	0.588001
-9797.98	-9595.96	0	0.591412
-9797.98	-9393.94	0	0.594829
-9797.98	-9191.92	0	0.598251
-9797.98	-8989.9	0	0.60167
-9797.98	-8787.88	0	0.605084
-9797.98	-8585.86	0	0.608485
-9797.98	-8383.84	0	0.611868
-9797.98	-8181.82	0	0.615227
-9797.98	-7979.8	0	0.618555
-9797.98	-7777.78	0	0.621843
-9797.98	-7575.76	0	0.625085
-9797.98	-7373.74	0	0.628271
-9797.98	-7171.72	0	0.631393
-9797.98	-6969.7	0	0.634442
-9797.98	-6767.68	0	0.637405
-9797.98	-6565.66	0	0.640275
-9797.98	-6363.64	0	0.643038
-9797.98	-6161.62	0	0.645683
-9797.98	-5959.6	0	0.648198
-9797.98	-5757.58	0	0.650571
-9797.98	-5555.56	0	0.652788
-9797.98	-5353.54	0	0.654836
-9797.98	-5151.52	0	0.656702
-9797.98	-4949.49	0	0.65837
-9797.98	-4747.47	0	0.659828
-9797.98	-4545.45	0	0.661061
-9797.98	-4343.43	0	0.662055
-9797.98	-4141.41	0	0.662797
-9797.98	-3939.39	0	0.663271
-9797.98	-3737.37	0	0.663466
-9797.98	-3535.35	0	0.663368
-9797.98	-3333.33	0	0.662966
-9797.98	-3131.31	0	0.662249
-9797.98	-2929.29	0	0.661205
-9797.98	-2727.27	0	0.659827
-9797.98	-2525.25	0	0.658106
-9797.98	-2323.23	0	0.656037
-9797.98	-2121.21	0	0.653615
-9797.98	-1919.19	0	0.650835
-9797.98	-1717.17	0	0.647699
-9797.98	-1515.15	0	0.644205
-9797.98	-1313.13	0	0.640357
-9797.98	-1111.11	0	0.63616
-9797.98	-909.091	0	0.631619
-9797.98	-707.071	0	0.626744
-9797.98	-505.051	0	0.621546
-9797.98	-303.03	0	0.616038
-9797.98	-101.01	0	0.610233
-9797.98	101.01	0	0.604148
-9797.98	303.03	0	0.597801
-9797.98	505.051	0	0.591212
-9797.98	707.071	0	0.584401
-9797.98	909.091	0	0.57739
-9797.98	1111.11	0	0.570202
-9797.98	1313.13	0	0.56286
-9797.98	1515.15	0	0.555388
-9797.98	1717.17	0	0.54781
-9797.98	1919.19	0	0.540149
-9797.98	2121.21	0	0.53243
-9797.98	2323.23	0	0.524677
-9797.98	2525.25	0	0.518852
-9797.98	2727.27	0	0.526617
-9797.98	2929.29	0	0.534364
-9797.98	3131.31	0	0.542071
-9797.98	3333.33	0	0.549713
-9797.98	3535.35	0	0.557267
-9797.98	3737.37	0	0.564709
-9797.98	3939.39	0	0.572015
-9797.98	4141.41	0	0.579161
-9797.98	4343.43	0	0.586124
-9797.98	4545.45	0	0.592881
-9797.98	4747.47	0	0.599411
-9797.98	4949.49	0	0.605694
-9797.98	5151.52	0	0.611711
-9797.98	5353.54	0	0.617443
-9797.98	5555.56	0	0.622876
-9797.98	5757.58	0	0.627994
-9797.98	5959.6	0	0.632786
-9797.98	6161.62	0	0.637241
-9797.98	6363.64	0	0.641352
